iid;id;gender;idg;condtn;wave;round;position;positin1;order;partner;pid;match;int_corr;samerace;age_o;race_o;pf_o_att;pf_o_sin;pf_o_int;pf_o_fun;pf_o_amb;pf_o_sha;dec_o;attr_o;sinc_o;intel_o;fun_o;amb_o;shar_o;like_o;prob_o;met_o;age;field;field_cd;undergra;mn_sat;tuition;race;imprace;imprelig;from;zipcode;income;goal;date;go_out;career;career_c;sports;tvsports;exercise;dining;museums;art;hiking;gaming;clubbing;reading;tv;theater;movies;concerts;music;shopping;yoga;exphappy;expnum;attr1_1;sinc1_1;intel1_1;fun1_1;amb1_1;shar1_1;attr4_1;sinc4_1;intel4_1;fun4_1;amb4_1;shar4_1;attr2_1;sinc2_1;intel2_1;fun2_1;amb2_1;shar2_1;attr3_1;sinc3_1;fun3_1;intel3_1;amb3_1;attr5_1;sinc5_1;intel5_1;fun5_1;amb5_1;dec;attr;sinc;intel;fun;amb;shar;like;prob;met;match_es;attr1_s;sinc1_s;intel1_s;fun1_s;amb1_s;shar1_s;attr3_s;sinc3_s;intel3_s;fun3_s;amb3_s;satis_2;length;numdat_2;attr7_2;sinc7_2;intel7_2;fun7_2;amb7_2;shar7_2;attr1_2;sinc1_2;intel1_2;fun1_2;amb1_2;shar1_2;attr4_2;sinc4_2;intel4_2;fun4_2;amb4_2;shar4_2;attr2_2;sinc2_2;intel2_2;fun2_2;amb2_2;shar2_2;attr3_2;sinc3_2;intel3_2;fun3_2;amb3_2;attr5_2;sinc5_2;intel5_2;fun5_2;amb5_2;you_call;them_cal;date_3;numdat_3;num_in_3;attr1_3;sinc1_3;intel1_3;fun1_3;amb1_3;shar1_3;attr7_3;sinc7_3;intel7_3;fun7_3;amb7_3;shar7_3;attr4_3;sinc4_3;intel4_3;fun4_3;amb4_3;shar4_3;attr2_3;sinc2_3;intel2_3;fun2_3;amb2_3;shar2_3;attr3_3;sinc3_3;intel3_3;fun3_3;amb3_3;attr5_3;sinc5_3;intel5_3;fun5_3;amb5_3 
237;4;0;7;1;10;9;3;3;5;5;247;0.111111111;0;0.444444444;28.33333333;4;22.11111111;19.55555556;18.22222222;17.11111111;9.333333333;13.66666667;0.333333333;5.333333333;7.666666667;7.444444444;5.888888889;4.111111111;2.666666667;5.222222222;5.666666667;2;34;0;7;0;0;0;2;10;1;0;0;0;3;7;4;0;6;1;1;10;7;8;9;9;1;1;10;6;8;6;2;9;2;10;4;0;10;20;20;20;20;10;30;10;10;30;10;10;30;5;15;30;10;10;8;10;7;8;8;8;10;9;7;10;0.444444444;4.777777778;7.333333333;7.444444444;5.222222222;5.333333333;3.111111111;5;4.333333333;0.222222222;0;10;20;25;10;20;15;4;8;7;6;6;6;1;3;0;0;0;0;0;0;10;20;25;15;20;10;20;15;15;20;10;20;30;10;10;20;10;20;5;9;6;4;7;6;8;7;5;7;0;0;0;0;0;10;20;30;10;20;10;20;20;20;5;30;5;25;15;10;20;20;10;40;5;10;20;10;15;2;8;4;2;4;3;7;5;1;1
238;5;0;9;1;10;9;7;7;5;5;247;0.222222222;0;0.444444444;28.33333333;4;22.11111111;19.55555556;18.22222222;17.11111111;9.333333333;13.66666667;0.555555556;6.666666667;7.555555556;7.111111111;6;6.333333333;5.222222222;6.777777778;5.666666667;1.888888889;27;0;15;0;0;0;2;3;5;0;0;0;1;2;1;0;6;8;5;8;8;10;10;8;2;8;7;5;9;9;10;10;7;6;5;0;15;20;20;15;15;15;40;10;25;10;10;5;50;10;10;25;0;5;10;9;10;9;8;9;9;9;9;9;0.555555556;7.333333333;8.333333333;8.888888889;7.777777778;9;7;7.222222222;7;0;2;20;20;20;15;15;10;8;9;8;9;8;6;1;3;0;0;0;0;0;0;20;20;20;15;10;15;15;20;20;15;20;15;30;10;20;20;10;10;8;9;8;9;8;8;8;8;8;8;0;1;1;1;0;20;20;20;10;10;20;20;20;15;15;10;20;20;10;20;20;20;10;25;20;15;20;10;10;9;9;9;9;8;8;8;8;8;7
239;6;0;11;1;10;9;6;6;5;5;247;0.111111111;0;0.444444444;28.33333333;4;22.11111111;19.55555556;18.22222222;17.11111111;9.333333333;13.66666667;0.333333333;5.777777778;7.555555556;7.222222222;5.333333333;4.888888889;3.666666667;5.888888889;4.777777778;1.777777778;34;0;10;0;0;0;2;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
240;7;0;13;1;10;9;5;5;5;5;247;0.111111111;0;0.111111111;28.33333333;4;22.11111111;19.55555556;18.22222222;17.11111111;9.333333333;13.66666667;0.666666667;6.777777778;7.111111111;7;8;7.333333333;4.111111111;6.666666667;6;1.777777778;26;0;8;0;0;0;4;1;1;0;0;0;1;6;3;0;6;10;10;9;10;10;8;9;14;9;10;10;10;10;10;10;10;3;2;0;10;30;30;10;10;10;40;5;10;25;10;10;40;5;10;25;10;10;3;8;5;3;6;3;5;3;3;4;0.333333333;5.444444444;5.444444444;5.444444444;5.444444444;5.555555556;4.777777778;5.666666667;3.555555556;0;1;10;30;30;10;10;10;5;9;7;7;8;3;3;1;0;0;0;0;0;0;10;30;30;10;10;10;40;5;10;25;10;10;40;5;10;25;10;10;5;9;6;6;7;5;7;5;5;8;0;0;0;0;0;10;30;30;10;10;10;10;30;30;10;10;10;40;5;10;25;10;10;40;5;10;25;10;10;5;8;6;7;7;5;8;6;5;5
241;8;0;15;1;10;9;9;9;5;5;247;0.333333333;0;0.111111111;28.33333333;4;22.11111111;19.55555556;18.22222222;17.11111111;9.333333333;13.66666667;0.888888889;6.666666667;7.666666667;6.888888889;7.444444444;5.555555556;4.555555556;6.888888889;6;2;29;0;8;0;0;0;4;1;1;0;0;0;2;4;2;0;7;8;1;5;7;7;7;4;1;3;4;1;3;4;6;7;6;3;2;0;90;2;2;2;2;2;15;35;15;10;10;15;90;5;2;3;0;5;8;10;8;8;8;8;10;8;8;8;0.333333333;5.888888889;7.333333333;8.888888889;7.222222222;7.555555556;5.666666667;6.666666667;5.666666667;0;2;35;5;15;25;15;5;8;10;7;8;8;7;3;3;0;0;0;0;0;0;75;5;5;5;5;5;15;25;35;5;15;5;75;5;5;5;5;5;8;10;8;7;7;7;9;8;7;8;0;0;0;0;0;75;5;5;5;5;5;75;5;5;5;5;5;20;20;20;20;10;10;20;20;20;20;10;10;6;10;7;8;7;6;8;7;7;6
242;9;0;17;1;10;9;4;4;5;5;247;0.555555556;0;0;28.33333333;4;22.11111111;19.55555556;18.22222222;17.11111111;9.333333333;13.66666667;0.777777778;8;7.333333333;7.444444444;7.111111111;5.888888889;5.333333333;7.222222222;5.444444444;2;26;0;3;0;0;0;3;3;3;0;0;0;3;7;3;0;2;6;5;5;8;10;10;9;4;9;10;1;9;10;10;10;1;8;6;0;20;20;25;20;5;10;25;15;20;25;5;10;30;10;20;25;5;10;7;9;7;8;4;7;9;8;7;8;0.666666667;3.666666667;5.555555556;5.888888889;4.666666667;5.222222222;4.333333333;5.333333333;5.111111111;0.111111111;3;20;20;25;20;1;9;7;9;8;7;3;6;3;3;0;0;0;0;0;0;25;20;25;18;2;10;25;15;15;25;10;10;30;10;20;25;5;10;8;9;8;6;3;8;9;8;6;7;0;3;1;3;0;20;20;20;20;2;18;20;20;20;20;2;18;25;15;15;25;10;10;25;15;20;20;10;10;8;9;9;7;3;8;9;9;7;8
243;1;1;2;1;10;9;5;5;5;5;238;0.333333333;0;0.444444444;27.22222222;3.222222222;22.77777778;19.11111111;19.11111111;15.22222222;11.33333333;12.44444444;0.777777778;5.666666667;6.555555556;7.444444444;5.666666667;5.444444444;5.222222222;6;3.888888889;2;27;0;16;0;0;0;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
244;2;1;4;1;10;9;5;5;5;5;238;0.111111111;0;0.444444444;27.22222222;3.222222222;22.77777778;19.11111111;19.11111111;15.22222222;11.33333333;12.44444444;0.666666667;6.333333333;7.222222222;7;6.666666667;7.777777778;6.111111111;6.666666667;5.333333333;1.777777778;28;0;8;0;0;0;2;8;9;0;0;0;2;5;3;0;7;5;2;10;8;6;4;9;1;3;13;9;8;9;3;4;3;1;5;0;20;20;20;10;10;20;40;10;10;30;5;5;20;20;10;20;20;10;7;10;7;10;10;7;9;10;8;9;0.333333333;6.555555556;7.222222222;8;6.333333333;6.444444444;3.333333333;4.555555556;3.555555556;0;1;20;30;20;10;10;10;8;9;9;7;10;7;1;3;0;0;0;0;0;0;20;20;20;15;10;15;50;10;10;10;10;10;30;20;10;15;15;10;8;8;9;7;9;7;7;8;7;10;1;1;1;1;0;25;25;20;10;5;15;25;25;15;15;10;10;50;10;10;10;10;10;40;15;15;15;5;10;7;9;8;8;9;7;7;8;7;7
245;3;1;6;1;10;9;5;5;5;5;238;0.111111111;0;0.444444444;27.22222222;3.222222222;22.77777778;19.11111111;19.11111111;15.22222222;11.33333333;12.44444444;0.333333333;4.777777778;6.333333333;8.555555556;5.777777778;7.333333333;5;5.888888889;4.888888889;2;32;0;7;0;0;0;2;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
246;4;1;8;1;10;9;5;5;5;5;238;0.111111111;0;0.444444444;27.22222222;3.222222222;22.77777778;19.11111111;19.11111111;15.22222222;11.33333333;12.44444444;0.111111111;4.111111111;7.444444444;6.444444444;5.444444444;5.111111111;3.888888889;5.222222222;4.222222222;1.555555556;25;0;10;0;0;0;2;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
247;5;1;10;1;10;9;5;5;5;5;238;0;0;0.333333333;27.22222222;3.222222222;22.77777778;19.11111111;19.11111111;15.22222222;11.33333333;12.44444444;0;4;7.666666667;7.555555556;4.666666667;6.333333333;3.555555556;4.555555556;4.444444444;1.777777778;25;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
248;6;1;12;1;10;9;5;5;5;5;238;0.333333333;0;0.111111111;27.22222222;3.222222222;22.77777778;19.11111111;19.11111111;15.22222222;11.33333333;12.44444444;0.777777778;7;6;6.666666667;7.666666667;7.666666667;5.444444444;7;5.222222222;2;27;0;8;0;0;0;6;1;1;0;0;0;1;4;1;0;7;7;1;8;7;5;1;8;6;8;6;3;7;7;4;7;6;1;6;0;25;15;20;20;15;5;35;5;15;30;5;10;20;15;15;25;20;5;5;6;8;8;8;5;8;6;8;7;0.444444444;6.222222222;7.111111111;7.333333333;6.777777778;6.111111111;4;6.888888889;4.888888889;0;2;20;10;15;20;20;15;6;7;7;8;8;7;3;3;0;0;0;0;0;0;20;10;10;20;15;15;30;10;20;25;10;5;20;10;20;20;20;10;5;6;8;7;8;6;7;7;8;6;2;0;1;2;0;25;10;20;20;15;10;25;5;25;25;15;5;25;15;10;25;10;15;20;15;15;25;20;5;6;6;8;8;9;6;7;7;8;5
249;7;1;14;1;10;9;5;5;5;5;238;0;0;0.111111111;27.22222222;3.222222222;22.77777778;19.11111111;19.11111111;15.22222222;11.33333333;12.44444444;0;4.222222222;6.777777778;6.555555556;5.555555556;7.888888889;4.222222222;5;4.444444444;1.666666667;33;0;8;0;0;0;6;2;7;0;0;0;2;3;1;0;7;7;9;1;10;8;6;1;1;6;10;7;3;8;8;5;4;1;5;0;22;22;15;15;5;21;35;15;5;25;5;20;15;15;25;10;25;10;7;9;7;10;7;7;9;10;7;7;0.666666667;7.444444444;8.555555556;8;8.111111111;7.333333333;7.555555556;7.555555556;6.666666667;0.111111111;4;20;20;18;17;10;15;7;9;9;8;9;8;1;3;0;0;0;0;0;0;19;19;17;19;10;16;22;17;12;19;10;20;14;18;18;16;19;15;7;9;10;9;8;7;9;10;9;8;0;0;0;0;0;20;20;20;15;10;15;20;20;20;15;10;15;15;20;20;15;20;15;15;20;20;15;20;15;7;9;10;8;9;7;9;10;8;9
250;8;1;16;1;10;9;5;5;5;5;238;0.555555556;0;0.111111111;27.22222222;3.222222222;22.77777778;19.11111111;19.11111111;15.22222222;11.33333333;12.44444444;0.888888889;6.777777778;6.666666667;8;6.888888889;8.444444444;7.666666667;6.888888889;6.111111111;1.777777778;25;0;6;0;0;0;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
251;9;1;18;1;10;9;5;5;5;5;238;0.111111111;0;0.111111111;27.22222222;3.222222222;22.77777778;19.11111111;19.11111111;15.22222222;11.33333333;12.44444444;0.222222222;4.777777778;7.333333333;7.555555556;5.555555556;4.555555556;4.777777778;5.777777778;5;1.777777778;33;0;7;0;0;0;6;2;2;0;0;0;6;4;1;0;10;7;6;1;6;8;8;5;8;4;9;7;6;9;6;8;2;3;5;0;19;19;19;19;19;5;30;10;30;10;10;10;13;20;30;15;15;7;8;10;9;10;9;8;10;10;10;10;0.222222222;6.666666667;8.222222222;7.555555556;5.777777778;6.888888889;1.777777778;6.222222222;6;0;1;20;20;20;20;15;5;8;10;10;9;9;6;3;3;0;0;0;0;0;0;20;20;20;20;15;5;25;13;15;20;12;15;15;25;25;15;15;5;8;10;10;9;8;8;10;10;9;9;1;0;1;1;0;20;20;20;20;15;5;25;15;20;25;10;5;25;15;15;20;15;10;13;15;22;20;25;5;7;9;10;8;8;7;10;10;7;10
252;1;0;1;2;11;21;18;18;11;11;283;0.095238095;0;0.095238095;26.23809524;2.571428571;26.85714286;18.42857143;19.52380952;16.28571429;7.904761905;11;0.523809524;6.523809524;7.761904762;6.904761905;7.142857143;6.238095238;4.666666667;6.095238095;5.095238095;2;28;0;13;0;0;0;3;1;1;0;0;0;1;6;2;0;2;4;3;3;8;7;6;7;4;9;9;2;9;9;9;9;9;2;10;0;0;25;25;25;25;0;30;20;10;30;0;10;20;5;20;20;20;15;9;9;9;9;10;9;10;8;7;7;0.285714286;3.047619048;4.285714286;6;2.80952381;6.19047619;2.952380952;2.666666667;5.380952381;0;2;10;20;20;20;20;10;8;8;8;10;9;4;1;2;0;0;0;0;0;0;10;20;20;20;20;10;40;10;10;10;10;20;40;10;10;10;10;20;8;9;8;9;8;8;8;8;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
253;2;0;3;2;11;21;4;4;11;11;283;0.095238095;0;0.19047619;26.23809524;2.571428571;26.85714286;18.42857143;19.52380952;16.28571429;7.904761905;11;0.238095238;3.857142857;5.952380952;6.19047619;4.428571429;5;3.714285714;4.333333333;3.761904762;2;33;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
254;3;0;5;2;11;21;12;12;11;11;283;0;0;0.571428571;26.23809524;2.571428571;26.85714286;18.42857143;19.52380952;16.28571429;7.904761905;11;0.428571429;5.80952381;6.761904762;7.523809524;5.952380952;6.428571429;5;5.857142857;4.857142857;2;22;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
255;4;0;7;2;11;21;13;13;11;11;283;0;0;0.19047619;26.23809524;2.571428571;26.85714286;18.42857143;19.52380952;16.28571429;7.904761905;11;0.333333333;5.714285714;5.904761905;5.761904762;4.761904762;5.285714286;4.666666667;5.19047619;3.714285714;2;26;0;10;0;0;0;4;3;1;0;0;0;1;7;3;0;4;6;8;9;6;6;6;4;2;5;6;4;7;7;8;8;9;1;6;0;0;0;0;0;0;0;50;10;10;10;10;10;50;10;10;10;10;10;6;8;6;7;6;6;6;6;6;6;0;5.857142857;6.19047619;6.333333333;5.952380952;6.238095238;5.666666667;5.952380952;5.619047619;0;0;20;20;20;20;20;20;6;6;6;6;6;5;1;2;0;0;0;0;0;0;20;20;20;20;20;20;50;10;10;10;10;10;50;10;10;10;10;10;6;6;6;6;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
256;5;0;9;2;11;21;7;7;11;11;283;0.142857143;0;0.19047619;26.23809524;2.571428571;26.85714286;18.42857143;19.52380952;16.28571429;7.904761905;11;0.761904762;6.571428571;6.857142857;7.19047619;6.333333333;6.238095238;5.476190476;6.333333333;4.857142857;1.952380952;24;0;4;0;0;0;4;6;5;0;0;0;2;6;4;0;4;5;3;6;7;6;5;6;5;5;5;8;6;8;8;8;9;3;6;0;15;25;20;20;10;10;20;15;15;20;10;20;30;10;20;25;5;10;6;9;6;8;6;7;7;8;6;7;0.142857143;6.095238095;6.476190476;6.523809524;5.476190476;5.857142857;5.19047619;5.904761905;6.238095238;0.047619048;2;20;25;20;10;10;15;7;8;8;7;7;5;1;3;0;0;0;0;0;0;20;20;20;20;10;10;25;15;15;20;15;10;35;10;15;20;5;15;7;8;8;7;7;7;7;8;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
257;6;0;11;2;11;21;11;11;11;11;283;0;0;0.571428571;26.23809524;2.571428571;26.85714286;18.42857143;19.52380952;16.28571429;7.904761905;11;0.523809524;6.857142857;6.666666667;6.380952381;6.142857143;5.571428571;5.619047619;6.333333333;4.761904762;2;24;0;9;0;0;0;2;5;6;0;0;0;2;5;1;0;2;7;1;6;9;10;10;10;3;4;10;2;5;10;10;10;4;10;3;0;22;14;30;10;14;10;50;10;10;10;10;10;50;10;10;10;10;10;7;9;7;9;10;6;9;9;7;10;0;4.571428571;6.095238095;6.904761905;6.19047619;7;4.904761905;4.714285714;2.571428571;0;0;15;10;40;5;15;15;5;9;8;8;10;2;3;2;0;0;0;0;0;0;30;10;30;10;10;10;40;10;20;10;10;10;40;5;20;20;5;10;7;8;8;7;10;5;6;6;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
258;7;0;13;2;11;21;5;5;11;11;283;0.333333333;0;0.047619048;26.23809524;2.571428571;26.85714286;18.42857143;19.52380952;16.28571429;7.904761905;11;0.666666667;6.904761905;6.904761905;7.19047619;6.571428571;5.619047619;4.80952381;6.476190476;4.666666667;2;25;0;9;0;0;0;6;1;10;0;0;0;1;6;1;0;2;9;6;7;7;8;3;10;4;1;10;3;8;5;2;6;6;2;6;0;7;35;20;20;5;13;18;13;14;10;33;12;50;8;9;17;5;11;6;10;8;9;5;6;10;8;7;6;0.476190476;6;7.095238095;8.523809524;5.19047619;4.714285714;3.238095238;5.714285714;5;0;5;6;38;16;14;5;21;8;10;9;9;4;8;3;2;0;0;0;0;0;0;13;29;12;18;8;20;23;5;10;15;27;20;40;2;12;18;5;23;7;10;9;8;4;6;10;8;9;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
259;8;0;15;2;11;21;1;1;11;11;283;0.047619048;0;0.571428571;26.23809524;2.571428571;26.85714286;18.42857143;19.52380952;16.28571429;7.904761905;11;0.333333333;6.238095238;5.476190476;7.047619048;5.285714286;5.857142857;4.476190476;5.523809524;4.380952381;1.714285714;25;0;10;0;0;0;2;2;2;0;0;0;2;7;1;0;2;8;3;7;8;7;7;4;2;7;8;6;7;7;5;7;5;6;5;0;15;18;19;19;17;12;15;17;16;18;17;17;17;18;16;18;13;18;7;9;8;8;9;7;6;8;8;9;0.19047619;6.428571429;6.619047619;8.047619048;5.952380952;6.19047619;4.095238095;6.380952381;4.428571429;0.285714286;2;17;18;18;16;15;12;0;0;0;0;0;5;1;2;0;0;0;0;0;0;17;18;19;18;16;12;17;18;15;18;16;16;18;18;15;18;14;17;7;8;8;7;8;7;4;8;7;8;0;0;0;0;0;17;18;18;18;17;12;18;18;15;18;17;14;18;18;17;18;13;16;18;16;16;18;14;18;7;9;7;8;9;7;4;7;7;8
260;9;0;17;2;11;21;8;8;11;11;283;0.285714286;0;0.19047619;26.23809524;2.571428571;26.85714286;18.42857143;19.52380952;16.28571429;7.904761905;11;0.476190476;5.619047619;6.523809524;7.19047619;5.714285714;5.857142857;5.238095238;6.19047619;4.857142857;1.80952381;27;0;10;0;0;0;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
261;10;0;19;2;11;21;3;3;11;11;283;0.238095238;0;0.19047619;26.23809524;2.571428571;26.85714286;18.42857143;19.52380952;16.28571429;7.904761905;11;0.428571429;5.285714286;6.047619048;7.19047619;5.285714286;5.285714286;4.952380952;5.666666667;4.19047619;1.80952381;26;0;10;0;0;0;4;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
262;11;0;21;2;11;21;17;17;11;11;283;0;0;0.571428571;26.23809524;2.571428571;26.85714286;18.42857143;19.52380952;16.28571429;7.904761905;11;0.428571429;5.380952381;7.095238095;7.238095238;5.904761905;5.19047619;4.571428571;5.857142857;4.904761905;1.952380952;29;0;3;0;0;0;2;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
263;12;0;23;2;11;21;14;14;11;11;283;0.285714286;0;0.095238095;26.23809524;2.571428571;26.85714286;18.42857143;19.52380952;16.28571429;7.904761905;11;0.666666667;5.857142857;7.142857143;7.19047619;7.285714286;5.80952381;5.238095238;6.80952381;5.047619048;2;26;0;3;0;0;0;1;9;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
