iid;id;gender;idg;condtn;wave;round;position;positin1;order;partner;pid;match;int_corr;samerace;age_o;race_o;pf_o_att;pf_o_sin;pf_o_int;pf_o_fun;pf_o_amb;pf_o_sha;dec_o;attr_o;sinc_o;intel_o;fun_o;amb_o;shar_o;like_o;prob_o;met_o;age;field;field_cd;undergra;mn_sat;tuition;race;imprace;imprelig;from;zipcode;income;goal;date;go_out;career;career_c;sports;tvsports;exercise;dining;museums;art;hiking;gaming;clubbing;reading;tv;theater;movies;concerts;music;shopping;yoga;exphappy;expnum;attr1_1;sinc1_1;intel1_1;fun1_1;amb1_1;shar1_1;attr4_1;sinc4_1;intel4_1;fun4_1;amb4_1;shar4_1;attr2_1;sinc2_1;intel2_1;fun2_1;amb2_1;shar2_1;attr3_1;sinc3_1;fun3_1;intel3_1;amb3_1;attr5_1;sinc5_1;intel5_1;fun5_1;amb5_1;dec;attr;sinc;intel;fun;amb;shar;like;prob;met;match_es;attr1_s;sinc1_s;intel1_s;fun1_s;amb1_s;shar1_s;attr3_s;sinc3_s;intel3_s;fun3_s;amb3_s;satis_2;length;numdat_2;attr7_2;sinc7_2;intel7_2;fun7_2;amb7_2;shar7_2;attr1_2;sinc1_2;intel1_2;fun1_2;amb1_2;shar1_2;attr4_2;sinc4_2;intel4_2;fun4_2;amb4_2;shar4_2;attr2_2;sinc2_2;intel2_2;fun2_2;amb2_2;shar2_2;attr3_2;sinc3_2;intel3_2;fun3_2;amb3_2;attr5_2;sinc5_2;intel5_2;fun5_2;amb5_2;you_call;them_cal;date_3;numdat_3;num_in_3;attr1_3;sinc1_3;intel1_3;fun1_3;amb1_3;shar1_3;attr7_3;sinc7_3;intel7_3;fun7_3;amb7_3;shar7_3;attr4_3;sinc4_3;intel4_3;fun4_3;amb4_3;shar4_3;attr2_3;sinc2_3;intel2_3;fun2_3;amb2_3;shar2_3;attr3_3;sinc3_3;intel3_3;fun3_3;amb3_3;attr5_3;sinc5_3;intel5_3;fun5_3;amb5_3 
236;3;0;5;1;10;9;2;2;1;1;243;0;0.06;0;27;2;20;20;20;25;5;10;0;556;689;644;411;456;289;500;411;200;24;Biology;10;University of Pennsylvania;1 400.00;26 630.00;4;3;3;Indiana;46815;42 225.00;2;7;1;Research/Teaching;2;9;6;3;7;9;9;7;1;8;7;5;4;7;4;10;4;2;7;0;15;20;15;20;15;15;25;15;15;20;15;10;30;10;10;30;10;10;7;9;10;8;8;8;9;8;10;9;1;6;7;8;6;7;5;7;7;0;4;15;15;20;20;15;15;7;9;8;10;9;6;3;3;0;0;0;0;0;0;20;15;20;25;10;10;25;10;10;15;20;20;25;10;15;20;15;15;7;9;8;10;8;7;8;8;10;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
237;4;0;7;1;10;9;3;3;2;1;243;0;0.38;1;27;2;20;20;20;25;5;10;1;533;767;744;589;411;267;522;567;200;34;American Studies;7;UCLA;1 290.00;15 309.00;2;10;1;lOS aNGELES;91206;37 405.00;3;7;4;WRITING;6;1;1;10;7;8;9;9;1;1;10;6;8;6;2;9;2;10;4;0;10;20;20;20;20;10;30;10;10;30;10;10;30;5;15;30;10;10;8;10;7;8;8;8;10;9;7;10;0;4;2;4;2;1;0;2;0;0;0;10;20;25;10;20;15;4;8;7;6;6;6;1;3;0;0;0;0;0;0;10;20;25;15;20;10;20;15;15;20;10;20;30;10;10;20;10;20;5;9;6;4;7;6;8;7;5;7;0;0;0;0;0;10;20;30;10;20;10;20;20;20;5;30;5;25;15;10;20;20;10;40;5;10;20;10;15;2;8;4;2;4;3;7;5;1;1
238;5;0;9;1;10;9;7;7;6;1;243;0;0.28;1;27;2;20;20;20;25;5;10;0;667;756;711;600;633;522;678;567;189;27;Arts Administration;15;Swarthmore College;1 460.00;26 376.00;2;3;5;Wisconsin;54449;28 524.00;1;2;1;manage a museum or art gallery;6;8;5;8;8;10;10;8;2;8;7;5;9;9;10;10;7;6;5;0;15;20;20;15;15;15;40;10;25;10;10;5;50;10;10;25;0;5;10;9;10;9;8;9;9;9;9;9;1;8;8;9;8;9;7;7;7;0;2;20;20;20;15;15;10;8;9;8;9;8;6;1;3;0;0;0;0;0;0;20;20;20;15;10;15;15;20;20;15;20;15;30;10;20;20;10;10;8;9;8;9;8;8;8;8;8;8;0;1;1;1;0;20;20;20;10;10;20;20;20;15;15;10;20;20;10;20;20;20;10;25;20;15;20;10;10;9;9;9;9;8;8;8;8;8;7
239;6;0;11;1;10;9;6;6;5;1;243;0;0.28;1;27;2;20;20;20;25;5;10;0;578;756;722;533;489;367;589;478;178;34;Conservation biology;10;Columbia College;1 430.00;26 908.00;2;6;6;Born in Montana, raised in South Jersey (nr. Philadelphia);8028;0;2;6;3;Conservation training and education;7;3;3;5;8;8;7;8;1;6;9;6;8;8;6;7;1;8;7;0;10;25;20;20;5;20;20;15;15;15;20;15;20;20;15;20;10;15;7;9;7;9;4;7;10;8;7;7;1;7;9;9;6;6;8;8;0;0;1;10;20;20;20;10;20;7;9;9;7;4;7;1;1;0;0;0;0;0;0;10;20;20;20;10;20;15;15;15;15;25;15;25;20;15;20;10;10;8;9;8;7;4;7;9;8;6;6;0;0;0;0;0;15;20;20;15;10;20;10;25;25;25;5;10;15;20;15;15;25;10;20;20;15;20;5;20;8;9;9;7;4;8;9;9;8;7
240;7;0;13;1;10;9;5;5;4;1;243;0;0.09;0;27;2;20;20;20;25;5;10;0;678;711;700;800;733;411;667;600;178;26;MBA;8;SUNY Binghamton;1 215.00;9 451.00;4;1;1;New York;10598;61 141.00;1;6;3;Entertainment/Media;6;10;10;9;10;10;8;9;14;9;10;10;10;10;10;10;10;3;2;0;10;30;30;10;10;10;40;5;10;25;10;10;40;5;10;25;10;10;3;8;5;3;6;3;5;3;3;4;1;7;7;7;7;5;7;7;4;0;1;10;30;30;10;10;10;5;9;7;7;8;3;3;1;0;0;0;0;0;0;10;30;30;10;10;10;40;5;10;25;10;10;40;5;10;25;10;10;5;9;6;6;7;5;7;5;5;8;0;0;0;0;0;10;30;30;10;10;10;10;30;30;10;10;10;40;5;10;25;10;10;40;5;10;25;10;10;5;8;6;7;7;5;8;6;5;5
241;8;0;15;1;10;9;9;9;8;1;243;1;0.51;0;27;2;20;20;20;25;5;10;1;667;767;689;744;556;456;689;600;200;29;Business;8;Barnard College;1 330.00;24 036.00;4;1;1;New York;10454;8 607.00;2;4;2;president;7;8;1;5;7;7;7;4;1;3;4;1;3;4;6;7;6;3;2;0;90;2;2;2;2;2;15;35;15;10;10;15;90;5;2;3;0;5;8;10;8;8;8;8;10;8;8;8;1;5;6;8;7;6;6;7;7;0;2;35;5;15;25;15;5;8;10;7;8;8;7;3;3;0;0;0;0;0;0;75;5;5;5;5;5;15;25;35;5;15;5;75;5;5;5;5;5;8;10;8;7;7;7;9;8;7;8;0;0;0;0;0;75;5;5;5;5;5;75;5;5;5;5;5;20;20;20;20;10;10;20;20;20;20;10;10;6;10;7;8;7;6;8;7;7;6
242;9;0;17;1;10;9;4;4;3;1;243;1;0.31;0;27;2;20;20;20;25;5;10;1;800;733;744;711;589;533;722;544;200;26;sociology;3;school of social sciences in uruguay;0;0;3;3;3;uruguay;12000;0;3;7;3;researcher in sociology;2;6;5;5;8;10;10;9;4;9;10;1;9;10;10;10;1;8;6;0;20;20;25;20;5;10;25;15;20;25;5;10;30;10;20;25;5;10;7;9;7;8;4;7;9;8;7;8;1;4;6;7;3;2;7;6;5;0;3;20;20;25;20;1;9;7;9;8;7;3;6;3;3;0;0;0;0;0;0;25;20;25;18;2;10;25;15;15;25;10;10;30;10;20;25;5;10;8;9;8;6;3;8;9;8;6;7;0;3;1;3;0;20;20;20;20;2;18;20;20;20;20;2;18;25;15;15;25;10;10;25;15;20;20;10;10;8;9;9;7;3;8;9;9;7;8
243;1;1;2;1;10;9;8;8;7;1;234;0;0.43;0;22;6;20;20;20;10;10;20;0;567;656;744;567;544;522;600;389;200;27;Japanese Literature;16;Yale University;1 450.00;26 100.00;2;2;3;Portland, Oregon;0;0;2;6;2;Professor;2;7;2;7;9;5;8;5;7;3;9;5;5;9;8;8;6;2;6;0;20;20;20;25;5;10;25;20;15;20;5;15;20;25;15;20;10;10;7;9;8;9;5;7;8;9;6;6;1;6;9;7;7;8;0;7;7;0;3;20;20;20;25;5;10;7;9;8;7;5;6;1;3;0;0;0;0;0;0;20;20;20;25;5;10;25;20;15;20;5;15;20;20;15;20;15;10;7;9;8;7;5;7;8;8;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
244;2;1;4;1;10;9;8;8;4;1;234;0;0.46;0;22;6;20;20;20;10;10;20;1;633;722;700;667;778;611;667;533;178;28;MBA;8;University of Washington;1 155.00;13 258.00;2;8;9;Seattle;0;0;2;5;3;Management Consultant;7;5;2;10;8;6;4;9;1;3;13;9;8;9;3;4;3;1;5;0;20;20;20;10;10;20;40;10;10;30;5;5;20;20;10;20;20;10;7;10;7;10;10;7;9;10;8;9;0;6;8;9;8;9;3;3;2;0;1;20;30;20;10;10;10;8;9;9;7;10;7;1;3;0;0;0;0;0;0;20;20;20;15;10;15;50;10;10;10;10;10;30;20;10;15;15;10;8;8;9;7;9;7;7;8;7;10;1;1;1;1;0;25;25;20;10;5;15;25;25;15;15;10;10;50;10;10;10;10;10;40;15;15;15;5;10;7;9;8;8;9;7;7;8;7;7
245;3;1;6;1;10;9;8;8;6;1;234;0;0.05;0;22;6;20;20;20;10;10;20;0;478;633;856;578;733;500;589;489;200;32;Philosophy;7;Columbia;1 430.00;26 908.00;2;1;6;Lexington, MA;2173;0;4;5;2;Academic (Law);1;3;1;2;6;7;8;4;8;6;9;2;7;8;6;6;1;6;2;0;18;10;30;10;10;22;30;10;12;18;15;15;25;11;11;18;20;15;5;7;6;8;7;6;7;9;7;6;1;8;7;6;6;0;5;7;3;0;2;18;12;25;15;14;16;6;7;9;7;7;4;1;1;0;0;0;0;0;0;18;12;25;15;13;17;25;17;13;12;15;18;19;16;17;13;22;13;5;6;8;6;7;5;6;9;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
246;4;1;8;1;10;9;8;8;2;1;234;0;0.44;0;22;6;20;20;20;10;10;20;0;411;744;644;544;511;389;522;422;156;25;biotechnology;10;SUNY Stony Brook;1 140.00;9 168.00;2;7;1;brooklyn, ny;11234;41 476.00;1;7;6;scientist;2;6;5;5;7;5;5;3;2;6;8;8;9;9;8;9;5;2;3;0;35;20;10;20;10;5;45;5;5;30;5;10;40;5;5;30;15;5;7;8;6;7;6;7;7;6;6;4;0;3;6;7;0;0;0;5;5;0;5;40;20;15;20;0.5;4.5;7;8;7;7;7;4;3;1;0;0;0;0;0;0;40;10;10;20;0;0;50;10;10;25;0;5;25;15;5;25;20;0;7;6;6;7;6;7;7;7;5;5;1;1;1;1;0;33;15;15;25;7;5;50;25;10;25;0;0;40;15;10;25;5;5;25;10;15;25;15;5;7;7;7;7;5;7;5;6;5;6
247;5;1;10;1;10;9;8;8;9;1;234;0;-0.2;0;22;6;20;20;20;10;10;20;0;400;767;756;467;633;356;456;444;178;25;Earth and Environmental Science;10;Fudan University, Shanghai, China;0;0;4;1;1;Shanghai, China;200065;0;1;6;4;Naturalist;2;5;4;7;1;3;2;9;4;2;5;3;3;3;3;3;2;6;6;0;20;30;10;15;0;25;35;20;5;25;0;15;30;12;20;23;5;10;5;10;2;8;4;3;8;6;2;3;1;3;7;5;5;4;4;6;6;0;5;25;30;10;10;0;25;4;8;8;3;3;5;1;1;0;0;0;0;0;0;25;30;5;15;0;25;25;15;20;15;10;15;25;10;10;25;10;20;4;7;6;3;3;4;5;6;6;6;0;0;0;0;0;25;30;10;15;0;20;25;25;15;15;10;10;20;10;20;25;10;15;25;10;10;20;15;20;4;8;7;3;3;2;7;6;6;5
248;6;1;12;1;10;9;8;8;3;1;234;0;0.23;1;22;6;20;20;20;10;10;20;0;700;600;667;767;767;544;700;522;200;27;Business;8;Cornell;1 360.00;26 062.00;6;1;1;San Francisco;92037;49 841.00;1;4;1;Trader;7;7;1;8;7;5;1;8;6;8;6;3;7;7;4;7;6;1;6;0;25;15;20;20;15;5;35;5;15;30;5;10;20;15;15;25;20;5;5;6;8;8;8;5;8;6;8;7;0;5;7;8;6;7;3;7;4;0;2;20;10;15;20;20;15;6;7;7;8;8;7;3;3;0;0;0;0;0;0;20;10;10;20;15;15;30;10;20;25;10;5;20;10;20;20;20;10;5;6;8;7;8;6;7;7;8;6;2;0;1;2;0;25;10;20;20;15;10;25;5;25;25;15;5;25;15;10;25;10;15;20;15;15;25;20;5;6;6;8;8;9;6;7;7;8;5
249;7;1;14;1;10;9;8;8;5;1;234;0;0.3;1;22;6;20;20;20;10;10;20;0;422;678;656;556;789;422;500;444;167;33;Finance;8;Universidad Catolica de Chile;0;0;6;2;7;Chile;0;0;2;3;1;Wall Street Economist;7;7;9;1;10;8;6;1;1;6;10;7;3;8;8;5;4;1;5;0;22;22;15;15;5;21;35;15;5;25;5;20;15;15;25;10;25;10;7;9;7;10;7;7;9;10;7;7;1;9;9;8;9;7;9;9;8;0;4;20;20;18;17;10;15;7;9;9;8;9;8;1;3;0;0;0;0;0;0;19;19;17;19;10;16;22;17;12;19;10;20;14;18;18;16;19;15;7;9;10;9;8;7;9;10;9;8;0;0;0;0;0;20;20;20;15;10;15;20;20;20;15;10;15;15;20;20;15;20;15;15;20;20;15;20;15;7;9;10;8;9;7;9;10;8;9
250;8;1;16;1;10;9;8;8;1;1;234;0;0.66;1;22;6;20;20;20;10;10;20;1;678;667;800;689;844;767;689;611;178;25;Classics;6;Amherst College;1 402.00;27 240.00;6;1;1;Toronto, London, India;0;0;4;2;1;professor, poet/critic;2;7;2;8;10;10;10;6;1;2;10;1;9;9;10;10;6;5;7;0;20;20;20;20;10;10;30;20;10;20;5;15;20;20;20;20;10;10;10;9;9;10;10;10;9;10;9;10;0;5;10;6;7;7;4;5;6;0;5;20;20;20;20;10;10;10;9;10;8;10;6;1;1;0;0;0;0;0;0;20;20;20;20;10;10;30;10;10;30;10;10;20;20;20;20;10;10;10;9;10;8;10;10;9;10;7;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
251;9;1;18;1;10;9;8;8;8;1;234;0;-0.12;1;22;6;20;20;20;10;10;20;1;478;733;756;556;456;478;578;500;178;33;Philosophy (Ph.D.);7;Hebrew University;0;0;6;2;2;Israel;0;0;6;4;1;Am not sure;10;7;6;1;6;8;8;5;8;4;9;7;6;9;6;8;2;3;5;0;19;19;19;19;19;5;30;10;30;10;10;10;13;20;30;15;15;7;8;10;9;10;9;8;10;10;10;10;0;8;8;8;6;9;0;7;4;0;1;20;20;20;20;15;5;8;10;10;9;9;6;3;3;0;0;0;0;0;0;20;20;20;20;15;5;25;13;15;20;12;15;15;25;25;15;15;5;8;10;10;9;8;8;10;10;9;9;1;0;1;1;0;20;20;20;20;15;5;25;15;20;25;10;5;25;15;15;20;15;10;13;15;22;20;25;5;7;9;10;8;8;7;10;10;7;10
252;1;0;1;2;11;21;18;18;10;1;273;0;0.37;0;29;2;30;25;18;18;4;5;0;652;776;690;714;624;467;610;510;200;28;Political Science;13;Universidad Iberoamericana;0;0;3;1;1;Mexico;11910;0;1;6;2;Professor;2;4;3;3;8;7;6;7;4;9;9;2;9;9;9;9;9;2;10;0;0;25;25;25;25;0;30;20;10;30;0;10;20;5;20;20;20;15;9;9;9;9;10;9;10;8;7;7;1;6;6;7;6;5;2;6;8;0;2;10;20;20;20;20;10;8;8;8;10;9;4;1;2;0;0;0;0;0;0;10;20;20;20;20;10;40;10;10;10;10;20;40;10;10;10;10;20;8;9;8;9;8;8;8;8;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
253;2;0;3;2;11;21;4;4;17;1;273;0;0.43;0;29;2;30;25;18;18;4;5;0;386;595;619;443;500;371;433;376;200;33;sociology;3;Tokyo Woman's Christian University, Japan;0;0;4;1;1;Japan;7024;0;2;6;6;researcher/academia;2;5;3;5;8;10;10;6;1;6;10;7;7;10;7;7;7;3;7;0;25;30;10;10;5;20;30;20;10;25;5;20;40;20;5;20;5;20;8;10;9;8;7;8;10;9;9;9;0;5;6;7;6;7;5;5;6;0;8;20;15;10;10;10;25;7;9;8;8;5;8;1;3;0;0;0;0;0;0;20;20;10;20;10;20;30;10;15;15;10;20;30;10;10;20;10;20;8;9;9;8;7;8;9;9;9;9;0;1;0;0;0;25;20;10;10;10;25;30;20;5;15;5;25;30;15;5;20;5;25;40;10;10;20;10;10;8;10;9;8;8;7;8;8;7;9
254;3;0;5;2;11;21;12;12;4;1;273;0;0.62;1;29;2;30;25;18;18;4;5;1;581;676;752;595;643;500;586;486;200;22;Philosophy and Physics;7;University of Maryland, and Oxford;1 250.00;13 413.00;2;8;3;Boulder, Colorado;80304;37 240.00;2;6;2;academia;2;8;2;6;10;9;9;8;1;7;9;8;9;9;7;7;7;8;6;0;25;7;25;25;8;10;25;10;15;15;15;20;30;15;10;25;10;10;8;7;8;10;8;7;6;10;9;9;0;6;6;6;2;5;2;4;5;0;2;25;10;25;25;8;7;8;7;10;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
255;4;0;7;2;11;21;13;13;5;1;273;0;0.19;0;29;2;30;25;18;18;4;5;0;571;590;576;476;529;467;519;371;200;26;nutrition;10;UW Madison;1 210.00;12 900.00;4;3;1;Maryland;21701;36 594.00;1;7;3;nutrition and dental;4;6;8;9;6;6;6;4;2;5;6;4;7;7;8;8;9;1;6;0;16.67;16.67;16.67;16.67;16.67;16.67;50;10;10;10;10;10;50;10;10;10;10;10;6;8;6;7;6;6;6;6;6;6;0;6;7;6;6;6;6;6;6;0;0;20;20;20;20;20;20;6;6;6;6;6;5;1;2;0;0;0;0;0;0;20;20;20;20;20;20;50;10;10;10;10;10;50;10;10;10;10;10;6;6;6;6;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
256;5;0;9;2;11;21;7;7;20;1;273;0;0.55;0;29;2;30;25;18;18;4;5;0;657;686;719;633;624;548;633;486;195;24;Medicine;4;Harvard;1 400.00;26 019.00;4;6;5;Northern Virginia;22015;62 997.00;2;6;4;Physician;4;5;3;6;7;6;5;6;5;5;5;8;6;8;8;8;9;3;6;0;15;25;20;20;10;10;20;15;15;20;10;20;30;10;20;25;5;10;6;9;6;8;6;7;7;8;6;7;0;7;7;6;5;5;5;6;8;0;2;20;25;20;10;10;15;7;8;8;7;7;5;1;3;0;0;0;0;0;0;20;20;20;20;10;10;25;15;15;20;15;10;35;10;15;20;5;15;7;8;8;7;7;7;7;8;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
257;6;0;11;2;11;21;11;11;3;1;273;0;0.64;1;29;2;30;25;18;18;4;5;0;686;667;638;614;557;562;633;476;200;24;Art Education;9;Syracuse University;1 220.00;21 960.00;2;5;6;I am from NYC;10023;46 608.00;2;5;1;Art educator and Artist;2;7;1;6;9;10;10;10;3;4;10;2;5;10;10;10;4;10;3;0;22;14;30;10;14;10;50;10;10;10;10;10;50;10;10;10;10;10;7;9;7;9;10;6;9;9;7;10;0;5;7;8;6;8;0;3;0;0;0;15;10;40;5;15;15;5;9;8;8;10;2;3;2;0;0;0;0;0;0;30;10;30;10;10;10;40;10;20;10;10;10;40;5;20;20;5;10;7;8;8;7;10;5;6;6;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
258;7;0;13;2;11;21;5;5;18;1;273;0;0.18;0;29;2;30;25;18;18;4;5;0;690;690;719;657;562;481;648;467;200;25;MA Science Education;9;University of Washington;1 155.00;13 258.00;6;1;10;Seattle;98115;37 881.00;1;6;1;Teacher;2;9;6;7;7;8;3;10;4;1;10;3;8;5;2;6;6;2;6;0;7;35;20;20;5;13;18;13;14;10;33;12;50;8;9;17;5;11;6;10;8;9;5;6;10;8;7;6;0;5;3;9;4;4;3;3;1;0;5;6;38;16;14;5;21;8;10;9;9;4;8;3;2;0;0;0;0;0;0;13;29;12;18;8;20;23;5;10;15;27;20;40;2;12;18;5;23;7;10;9;8;4;6;10;8;9;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
259;8;0;15;2;11;21;1;1;14;1;273;0;0.39;1;29;2;30;25;18;18;4;5;0;624;548;705;529;586;448;552;438;171;25;Genetics;10;Rice;1 410.00;17 125.00;2;2;2;Texas;77546;48 944.00;2;7;1;Scientist;2;8;3;7;8;7;7;4;2;7;8;6;7;7;5;7;5;6;5;0;15;18;19;19;17;12;15;17;16;18;17;17;17;18;16;18;13;18;7;9;8;8;9;7;6;8;8;9;1;7;8;9;6;7;4;7;5;0;2;17;18;18;16;15;12;0;0;0;0;0;5;1;2;0;0;0;0;0;0;17;18;19;18;16;12;17;18;15;18;16;16;18;18;15;18;14;17;7;8;8;7;8;7;4;8;7;8;0;0;0;0;0;17;18;18;18;17;12;18;18;15;18;17;14;18;18;17;18;13;16;18;16;16;18;14;18;7;9;7;8;9;7;4;7;7;8
260;9;0;17;2;11;21;8;8;21;1;273;0;0.53;0;29;2;30;25;18;18;4;5;0;562;652;719;571;586;524;619;486;181;27;Genetics;10;Smith College;1 260.00;24 742.00;4;4;4;Malaysia, then Massachusetts;50450;0;2;7;3;Scientist/educator;2;9;6;7;9;5;5;6;2;3;9;6;7;7;9;9;5;3;6;0;19;20;19;14;13;15;25;10;20;20;15;10;19;20;19;14;13;15;6;9;7;9;6;6;9;9;7;9;0;5;7;8;5;8;7;6;3;0;4;17;18;18;14;17;16;7;8;9;6;6;6;3;3;0;0;0;0;0;0;19;17;19;15;15;15;25;10;18;19;18;10;19;17;19;15;15;15;7;8;8;7;7;7;8;10;7;9;0;1;0;0;1;18;16;18;16;16;16;25;8;25;18;14;10;25;5;25;20;15;5;25;5;25;20;15;5;7;6;8;6;6;7;7;9;6;9
261;10;0;19;2;11;21;3;3;16;1;273;0;0.34;0;29;2;30;25;18;18;4;5;0;529;605;719;529;529;495;567;419;181;26;biology;10;Brown University;1 400.00;27 395.00;4;1;4;Katonah, NY (more recently, Boston);10536;77 112.00;1;7;2;scientific research for now but who knows;2;6;4;3;9;9;8;3;5;8;9;2;9;9;9;9;4;6;3;0;15;20;20;20;15;10;30;15;15;20;10;10;45;10;10;20;5;10;5;8;7;7;8;5;8;8;6;9;0;6;8;8;6;5;7;6;5;0;4;25;10;20;20;5;20;5;8;8;7;8;3;1;3;0;0;0;0;0;0;30;20;20;15;10;5;50;15;10;10;5;10;50;10;10;15;5;10;5;8;8;7;8;5;7;8;7;7;0;2;0;2;0;25;30;25;5;10;5;20;30;20;10;15;5;45;20;10;10;5;10;40;10;10;25;5;10;6;8;8;7;8;6;8;8;5;7
262;11;0;21;2;11;21;17;17;9;1;273;0;0.19;1;29;2;30;25;18;18;4;5;0;538;710;724;590;519;457;586;490;195;29;Psychology;3;University of Warsaw;0;0;2;1;10;Warsaw, Poland;0;0;6;6;3;Who knows;10;9;9;8;7;7;3;7;1;3;10;4;1;7;5;8;1;1;1;0;10;40;20;20;0;10;17;17;17;17;16;16;20;10;10;20;10;30;6;10;5;9;3;6;10;9;4;5;1;9;9;9;9;8;7;8;7;0;1;10;30;10;10;10;30;6;9;9;5;3;7;3;2;0;0;0;0;0;0;10;30;10;10;10;30;17;16;16;17;17;17;30;10;10;20;10;20;6;9;9;6;3;7;9;10;6;5;0;0;0;0;0;10;30;20;15;5;20;20;30;10;10;20;10;17;16;16;17;17;17;20;20;10;20;5;25;6;9;9;5;3;7;9;10;6;5
263;12;0;23;2;11;21;14;14;6;1;273;0;0.39;0;29;2;30;25;18;18;4;5;0;586;714;719;729;581;524;681;505;200;26;Psychology;3;Yale;1 450.00;26 100.00;1;9;10;Brooklyn, NY;11212;18 283.00;1;6;2;Who knows;10;1;1;1;5;7;7;7;1;3;9;4;7;7;7;8;9;6;1;0;20;20;20;10;20;10;10;30;30;5;20;5;50;30;5;5;5;5;8;8;8;8;5;8;7;10;9;8;1;8;10;10;9;10;5;8;5;0;2;0;0;0;0;0;0;0;0;0;0;0;5;3;2;0;0;0;0;0;0;20;20;20;20;10;10;10;30;10;10;30;10;36.36;18.18;9.09;18.18;4.55;13.64;8;8;8;10;6;8;8;9;10;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
264;13;0;25;2;11;21;15;15;7;1;273;0;0.32;1;29;2;30;25;18;18;4;5;0;610;657;681;600;538;495;610;476;186;26;English;6;Columbia University;1 430.00;26 908.00;2;1;3;Washington, D.C.;20011;31 432.00;1;6;2;College Professor;2;7;1;7;5;7;8;6;1;5;9;7;4;8;2;6;2;1;3;0;15;15;25;20;5;20;30;10;10;20;15;15;30;10;10;20;10;20;8;7;8;9;5;8;7;9;8;6;0;3;6;6;5;6;3;2;3;0;2;20;15;25;20;10;15;8;8;9;8;6;5;3;3;0;0;0;0;0;0;15;20;25;20;10;25;25;20;15;20;20;20;21.74;13.04;17.39;17.39;13.04;17.39;7;8;8;9;7;7;8;7;9;6;0;4;1;3;1;15;20;25;20;10;10;25;15;25;20;10;15;25;20;20;20;15;20;25;15;20;25;15;20;8;7;9;8;7;8;8;8;8;6
265;14;0;27;2;11;21;19;19;11;1;273;0;0.23;1;29;2;30;25;18;18;4;5;0;500;648;662;367;519;424;495;381;200;32;Law and English Literature (J.D./Ph.D.);1;Stanford;1 450.00;25 917.00;2;3;3;New York;10538;73 073.00;4;5;2;Professor or Lawyer;2;2;9;8;8;7;8;2;1;2;10;6;7;10;8;9;2;1;3;0;15;5;45;10;15;10;40;5;20;15;2;18;68;5;10;10;2;5;7;9;7;10;10;6;10;10;4;7;1;6;6;6;4;4;9;6;3;0;0;45;10;10;15;10;10;3;3;9;3;9;2;1;2;0;0;0;0;0;0;50;1;19;1;9;10;60;2;10;10;3;15;60;2;10;10;3;15;4;7;9;4;10;4;5;10;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
